,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
317,Fort Wayne,41.13,-85.13,80.59999999999997,44,20,11.408394,US,1594660808
318,Saint George,37.1,-113.58,103.99999999999994,15,1,5.816044000000001,US,1594660541
319,Kirovskiy,45.09,133.51,60.656000000000006,94,24,3.0422384000000005,RU,1594660819
320,Songea,-10.68,35.65,67.99999999999994,60,20,6.934514000000001,TZ,1594660819
321,Plettenberg Bay,-34.05,23.37,55.238,49,49,19.5955944,ZA,1594660819
322,Lompoc,34.64,-120.46,62.599999999999966,82,90,4.697574,US,1594660781
323,Carnduff,49.17,-101.8,71.99600000000004,68,100,5.010745600000001,CA,1594660819
324,Mandurah,-32.55,115.7,62.99600000000004,81,88,1.9908766000000002,AU,1594660820
325,Burnie,-41.07,145.92,42.00799999999998,86,0,5.010745600000001,AU,1594660820
326,Inverness,57.48,-4.22,62.99600000000004,63,40,18.342908,GB,1594660820
327,Verāval,20.9,70.37,83.96599999999995,81,6,16.844158200000003,IN,1594660820
328,Panzhihua,26.59,101.71,72.33800000000002,78,86,0.9395148,CN,1594660820
329,Provincia di Lecce,40.22,18.17,78.80000000000001,50,20,19.461378,IT,1594660821
330,Dunedin,-45.87,170.5,42.99799999999999,84,46,1.9908766000000002,NZ,1594660821
331,Mocuba,-16.84,36.99,64.63399999999996,76,22,4.7423128000000005,MZ,1594660821
332,Kaka,37.35,59.61,89.45599999999996,19,87,4.697574,TM,1594660821
333,Luena,-11.78,19.92,66.30799999999994,31,0,3.131716,AO,1594660821
334,Columbus,39.96,-83.0,84.00200000000001,51,75,6.934514000000001,US,1594660544
335,Mirny,62.54,113.96,60.80000000000001,77,20,4.47388,RU,1594660822
336,Seabra,-12.42,-41.77,81.26600000000002,38,86,8.7911742,BR,1594660810
337,Maniitsoq,65.42,-52.9,45.94999999999993,78,0,19.9982436,GL,1594660822
338,Aklavik,68.22,-135.01,57.19999999999999,82,40,3.35541,CA,1594660822
339,Mahajanga,-15.72,46.32,75.19999999999999,78,16,5.816044000000001,MG,1594660744
340,Port Blair,11.67,92.75,81.68,76,100,9.954383000000002,IN,1594660822
341,Chakrāta,30.7,77.85,64.31,89,2,3.3106712000000003,IN,1594660822
342,Bogale,16.28,95.4,76.4600000000001,93,100,4.362033,MM,1594660822
343,Kendari,-3.94,122.5,74.22800000000001,92,60,2.7738056,ID,1594660822
344,Itoman,26.12,127.67,84.19999999999999,83,40,10.289924,JP,1594660823
345,Omboué,-1.57,9.26,73.84999999999997,82,79,11.3860246,GA,1594660823
346,Whitehorse,60.72,-135.05,58.99999999999994,62,40,8.052984,CA,1594660698
347,Walker,30.73,-95.57,91.39999999999992,55,1,4.697574,US,1594660823
348,Avigliana,45.08,7.4,76.99999999999994,47,20,2.6395892,IT,1594660823
349,Baruun-Urt,46.68,113.28,64.79599999999999,71,97,3.7804286,MN,1594660823
350,Srednekolymsk,67.45,153.68,53.58199999999994,77,5,8.008245200000001,RU,1594660824
351,Buin,-33.73,-70.75,66.19999999999999,37,0,2.23694,CL,1594660824
352,Liberty,31.83,-81.5,91.00399999999996,58,1,10.289924,US,1594660824
353,Bubaque,11.28,-15.83,80.07800000000003,82,80,14.226938400000002,GW,1594660824
354,Aksha,50.28,113.29,61.75399999999996,86,18,1.7224438000000002,RU,1594660824
355,Rosetta,31.4,30.42,82.39999999999992,65,0,13.869028000000002,EG,1594660824
356,Ulladulla,-35.35,150.47,51.99799999999999,87,90,14.987498000000002,AU,1594660824
357,Fairbanks,64.84,-147.72,53.599999999999966,93,90,5.816044000000001,US,1594660632
358,Nagato,34.38,131.2,73.39999999999992,94,90,3.35541,JP,1594660825
359,Shambu,9.57,37.1,51.27800000000002,100,93,2.5948504,ET,1594660825
360,Marialva,-23.48,-51.79,84.19999999999999,51,20,9.171454,BR,1594660825
361,Tutóia,-2.76,-42.27,86.50399999999996,59,98,6.8674058,BR,1594660825
362,Nishihara,26.18,127.76,84.19999999999999,88,20,5.816044000000001,JP,1594660825
363,Kathu,7.92,98.33,80.99600000000004,94,75,2.23694,TH,1594660825
364,Balatonlelle,46.78,17.7,73.39999999999992,43,40,4.697574,HU,1594660825
365,Ust-Nera,64.57,143.2,62.16800000000006,73,60,5.704197,RU,1594660826
366,Soure,-0.72,-48.52,86.30599999999998,65,47,7.3147938,BR,1594660826
367,Castelfranco Emilia,44.6,11.05,78.80000000000001,34,30,9.171454,IT,1594660826
368,Rosarito,32.33,-117.03,76.99999999999994,65,20,5.7936746,MX,1594660826
369,Kilindoni,-7.91,39.67,77.61200000000002,75,0,11.3860246,TZ,1594660826
370,Scarborough,54.28,-0.4,64.99400000000009,73,100,1.9908766000000002,GB,1594660826
371,Vung Tau,10.35,107.08,80.02399999999994,83,100,8.231939200000001,VN,1594660544
372,Klaksvík,62.23,-6.59,51.799999999999955,100,94,6.934514000000001,FO,1594660827
373,Yārāda,17.65,83.27,82.39999999999992,94,90,2.23694,IN,1594660827
374,Kloulklubed,7.04,134.26,76.99999999999994,94,75,5.816044000000001,PW,1594660827
375,Waipawa,-41.41,175.52,37.39999999999998,100,1,4.697574,NZ,1594660827
376,Mana,5.66,-53.78,85.58600000000007,61,3,7.5161184,GF,1594660827
377,Remedios,22.49,-79.55,89.59999999999997,55,40,5.816044000000001,CU,1594660827
378,Sibu,2.3,111.82,76.99999999999994,94,40,3.35541,MY,1594660827
379,Phan Thiet,10.93,108.1,78.00799999999998,87,81,6.330540200000001,VN,1594660828
380,Kiama,-34.68,150.87,53.99600000000004,91,29,5.9949992000000005,AU,1594660828
381,Miraflores,19.22,-98.81,69.80000000000001,49,40,3.35541,MX,1594660828
382,Krasnoarmiys'k,48.28,37.18,67.87399999999997,78,100,11.564979800000001,UA,1594660828
383,Peniche,39.36,-9.38,85.99999999999994,64,0,7.0016222,PT,1594660828
384,Kenai,60.55,-151.26,57.00200000000001,71,90,9.171454,US,1594660828
385,Ust-Tsilma,65.44,52.15,60.80000000000001,58,25,0.33554100000000003,RU,1594660828
386,Xihe,31.69,113.47,70.46599999999995,90,98,3.2659324,CN,1594660829
387,Baiima,8.1,-11.85,78.63799999999998,92,91,4.3396636,SL,1594660829
388,Pingliang,35.54,106.69,67.37000000000006,77,100,5.0554844,CN,1594660829
389,Katsuura,35.13,140.3,73.00399999999996,93,100,14.8309122,JP,1594660829
390,Juradó,7.11,-77.76,82.67000000000002,77,100,8.299047400000001,CO,1594660829
391,Rusape,-18.53,32.13,54.1760000000001,47,0,2.7738056,ZW,1594660829
392,Arkadelphia,34.12,-93.05,93.00200000000001,48,1,3.35541,US,1594660829
393,Quatre Cocos,-20.21,57.76,71.99600000000004,83,40,16.105968,MU,1594660830
394,Grand Gaube,-20.01,57.66,71.99600000000004,79,16,5.9949992000000005,MU,1594660805
395,Shingū,33.73,135.98,70.03399999999993,96,100,1.4763804000000003,JP,1594660830
396,San Patricio,19.22,-104.7,89.59999999999997,62,40,5.816044000000001,MX,1594660830
397,Kannur,11.87,75.36,76.99999999999994,94,75,2.23694,IN,1594660830
398,Stornoway,58.21,-6.39,55.39999999999992,87,95,19.461378,GB,1594660626
399,Bilma,18.69,12.92,102.70400000000001,17,52,4.6752046,NE,1594660830
400,Nizhniy Ingash,56.2,96.53,62.67199999999997,78,88,4.6752046,RU,1594660830
401,Odesa,46.48,30.73,69.80000000000001,49,40,22.369400000000002,UA,1594660650
402,Lázaro Cárdenas,17.96,-102.2,86.70200000000006,63,98,2.013246,MX,1594660831
403,Awjilah,29.11,21.29,91.7419999999999,14,0,7.381902,LY,1594660831
404,Palmer,42.16,-72.33,85.99999999999994,48,75,6.934514000000001,US,1594660831
405,Tigre,-34.43,-58.58,53.599999999999966,30,28,17.224438000000003,AR,1594660831
406,Matamoros,25.53,-103.25,91.00399999999996,24,20,6.934514000000001,MX,1594660749
407,Goderich,43.75,-81.72,69.00799999999998,89,63,2.9974996000000003,CA,1594660831
408,Algiers,36.75,3.04,84.19999999999999,62,37,11.408394,DZ,1594660753
409,Birjand,32.87,59.22,82.39999999999992,18,20,9.171454,IR,1594660831
410,Souillac,-20.52,57.52,71.59999999999997,83,40,16.105968,MU,1594660536
411,Dudinka,69.41,86.18,58.99999999999994,72,100,6.71082,RU,1594660832
412,Charters Towers,-20.1,146.27,50.072,48,21,11.139961200000002,AU,1594660832
413,Ranau,5.95,116.66,76.99999999999994,94,20,2.23694,MY,1594660832
414,Fortuna,40.6,-124.16,57.991999999999905,87,90,9.171454,US,1594660832
415,Plouzané,48.38,-4.62,69.80000000000001,43,7,10.289924,FR,1594660832
416,Durango,24.83,-104.83,78.47600000000006,30,78,3.4448876000000004,MX,1594660772
417,Abalak,58.13,68.59,65.60599999999994,65,0,4.160708400000001,RU,1594660832
418,Río Gallegos,-51.62,-69.22,33.799999999999955,80,75,25.277422000000005,AR,1594660833
419,Mariveles,14.48,120.48,78.00799999999998,91,100,2.7961750000000003,PH,1594660833
420,Tynda,55.17,124.72,66.45200000000006,72,73,2.0579848000000003,RU,1594660833
421,Kangaatsiaq,68.31,-53.46,41.61200000000002,93,98,15.5691024,GL,1594660833
422,Talnakh,69.49,88.4,58.99999999999994,72,100,6.71082,RU,1594660833
423,Havelock,34.88,-76.9,85.99999999999994,79,68,5.9949992000000005,US,1594660833
424,Kenora,49.82,-94.43,75.19999999999999,60,90,14.987498000000002,CA,1594660735
425,Wagar,16.15,36.2,96.54799999999994,26,8,12.817666200000001,SD,1594660833
426,Chipoka,-13.99,34.52,70.57400000000001,63,0,2.9527608000000005,MW,1594660834
427,Shenjiamen,29.96,122.3,75.9919999999999,97,100,4.6304658,CN,1594660834
428,Yeppoon,-23.13,150.73,51.799999999999955,57,0,8.052984,AU,1594660834
429,Longyan,25.11,117.02,76.76600000000002,77,78,0.7381902000000001,CN,1594660834
430,Burē,10.7,37.07,57.343999999999994,95,92,0.6487126,ET,1594660834
431,Chicama,-7.84,-79.15,73.97600000000006,55,3,10.222815800000001,PE,1594660834
432,Camden,39.78,-74.97,84.9919999999999,55,56,1.006623,US,1594660835
433,Pevek,69.7,170.31,42.60200000000003,69,90,1.6105968,RU,1594660802
434,Tiarei,-17.53,-149.33,78.80000000000001,69,75,4.697574,PF,1594660835
435,Hailey,43.52,-114.32,75.00200000000001,26,5,3.35541,US,1594660835
436,Pacifica,37.61,-122.49,64.00399999999996,67,20,17.224438000000003,US,1594660835
437,Tarko-Sale,64.92,77.78,57.991999999999905,80,56,20.445631600000002,RU,1594660835
438,Qaqortoq,60.72,-46.03,57.19999999999999,71,75,6.934514000000001,GL,1594660835
439,Agadez,19.75,10.25,99.08600000000007,17,98,8.1872004,NE,1594660836
440,Morondava,-20.28,44.28,71.59999999999997,75,0,13.533487000000001,MG,1594660836
441,Manggar,-2.88,108.27,81.15799999999996,83,30,11.922890200000001,ID,1594660816
442,Ambilobe,-13.2,49.05,70.73600000000005,74,20,1.3645334,MG,1594660836
443,Vanimo,-2.67,141.3,77.43199999999996,83,82,2.7961750000000003,PG,1594660836
444,Viedma,-40.81,-63.0,48.73999999999995,48,0,22.123336600000002,AR,1594660836
445,Kumertau,52.77,55.78,75.57800000000003,66,45,6.2858014,RU,1594660836
446,Trairi,-3.28,-39.27,84.45200000000006,55,65,13.2650542,BR,1594660836
447,Govardhan,27.5,77.47,97.75399999999996,38,37,6.889775200000001,IN,1594660837
448,Deloraine,-41.53,146.67,37.39999999999998,93,75,11.408394,AU,1594660837
449,Phalombe,-15.81,35.65,59.63000000000005,83,35,4.2054472,MW,1594660837
450,Santa María Zolotepec,19.42,-99.49,64.39999999999992,52,20,3.35541,MX,1594660837
451,Mitú,1.2,-70.17,86.25200000000001,59,90,1.2526864000000002,CO,1594660837
452,Coruripe,-10.13,-36.18,79.93399999999991,71,37,7.1358386000000005,BR,1594660837
453,Sterling,39.01,-77.43,85.99999999999994,51,1,4.697574,US,1594660770
454,Tipperary,52.47,-8.16,60.99799999999999,80,98,5.010745600000001,IE,1594660838
455,Ishinomaki,38.42,141.3,64.13000000000005,92,86,4.854159800000001,JP,1594660632
456,Baykit,61.67,96.37,60.15199999999999,80,27,2.6843280000000003,RU,1594660838
457,Beni Suef,29.07,31.1,91.56200000000007,15,0,7.583226600000001,EG,1594660838
458,Krasnyy Yar,46.53,48.35,87.00799999999998,45,67,6.71082,RU,1594660838
459,Gariāband,20.64,82.06,79.10599999999994,83,100,5.6147194,IN,1594660746
460,Pokhara,28.23,83.98,73.41800000000006,82,98,2.3264176,NP,1594660838
461,Belyy Yar,53.6,91.39,66.19999999999999,82,100,4.362033,RU,1594660839
462,Saint-Augustin,51.23,-58.65,63.22999999999996,88,100,8.2543086,CA,1594660839
463,Montepuez,-13.13,39.0,70.03399999999993,41,6,5.0554844,MZ,1594660839
464,Hawalli,29.28,48.0,103.99999999999994,13,7,4.697574,KW,1594660839
465,Bar Harbor,44.39,-68.2,82.39999999999992,65,1,10.289924,US,1594660598
466,Wadgassen,49.27,6.78,76.99999999999994,27,72,4.697574,DE,1594660840
467,Tigil',57.8,158.67,49.370000000000005,91,21,0.8724066000000001,RU,1594660840
468,Nuuk,64.18,-51.72,55.39999999999992,62,20,8.052984,GL,1594660840
469,Robertsport,6.75,-11.37,77.36000000000007,86,95,14.987498000000002,LR,1594660807
470,Grapevine,32.93,-97.08,98.99600000000004,47,20,12.750558000000002,US,1594660840
471,Mayo,38.89,-76.51,87.00799999999998,54,1,5.816044000000001,US,1594660791
472,Guerrero Negro,27.98,-114.06,81.35599999999994,41,0,10.4241404,MX,1594660840
473,Guilin,25.28,110.29,78.80000000000001,94,72,0.5816044,CN,1594660840
474,Shache,38.42,77.24,69.368,45,59,0.9842536000000001,CN,1594660840
475,Port-Cartier,50.03,-66.87,60.80000000000001,87,90,6.934514000000001,CA,1594660840
476,Isabela,6.71,121.97,78.09800000000001,84,100,2.8632832,PH,1594660841
477,Pahrump,36.21,-115.98,102.9919999999999,14,0,8.008245200000001,US,1594660610
478,Magadan,59.57,150.8,52.82600000000008,81,36,0.9171454,RU,1594660841
479,Broome,42.25,-75.83,78.99799999999999,68,90,8.052984,US,1594660841
480,Payo,-3.75,103.64,72.86000000000007,95,100,2.013246,ID,1594660841
481,Tura,25.52,90.22,76.22600000000006,95,99,4.9436374,IN,1594660748
482,Susanville,40.42,-120.65,78.99799999999999,27,1,4.697574,US,1594660841
483,Constantine,36.37,6.61,89.59999999999997,29,40,5.816044000000001,DZ,1594660841
484,Stephenville,32.22,-98.2,98.99600000000004,34,1,9.171454,US,1594660765
485,Nome,64.5,-165.41,51.99799999999999,81,1,1.006623,US,1594660842
486,Mazatlán,23.22,-106.42,87.99799999999999,66,75,4.697574,MX,1594660672
487,Niesky,51.29,14.82,75.00200000000001,40,72,1.3421640000000001,DE,1594660842
488,Vestmanna,62.16,-7.17,51.799999999999955,100,99,6.934514000000001,FO,1594660842
489,Katobu,-4.94,122.53,74.76800000000009,88,19,6.2186932,ID,1594660842
490,Rabo de Peixe,37.8,-25.58,73.39999999999992,60,75,8.052984,PT,1594660842
491,Caravelas,-17.71,-39.25,81.10399999999998,61,41,7.449010200000001,BR,1594660663
492,Acapulco de Juárez,16.86,-99.89,87.80000000000001,62,20,4.1830778,MX,1594660814
493,Masvingo,-20.06,30.83,57.19999999999999,47,0,4.2725554,ZW,1594660842
494,Hājīganj,23.25,90.86,80.67199999999997,89,97,9.3280398,BD,1594660843
495,Rocha,-34.48,-54.33,48.523999999999944,51,7,18.723187799999998,UY,1594660800
496,Imbituba,-28.24,-48.67,62.599999999999966,77,75,11.408394,BR,1594660562
497,Cayenne,4.93,-52.33,89.59999999999997,55,75,2.23694,GF,1594660843
498,Aripuanã,-9.17,-60.63,96.27800000000008,31,26,3.5567346000000004,BR,1594660843
499,Bairiki Village,1.33,172.98,80.59999999999997,78,20,4.697574,KI,1594660843
500,Santa Maria,-29.68,-53.81,57.19999999999999,47,81,4.697574,BR,1594660843
501,Hazorasp,41.32,61.07,82.39999999999992,39,0,6.934514000000001,UZ,1594660843
502,Usinsk,65.99,57.53,56.31800000000004,69,56,6.7779282,RU,1594660844
503,Honiara,-9.43,159.95,75.19999999999999,94,40,3.35541,SB,1594660844
504,Praia,14.92,-23.51,82.39999999999992,78,75,9.171454,CV,1594660793
505,São José da Coroa Grande,-8.9,-35.15,80.45599999999996,66,3,7.5384878,BR,1594660844
506,Malmesbury,-33.46,18.73,53.99600000000004,71,40,10.289924,ZA,1594660844
507,Dover,39.16,-75.52,82.39999999999992,58,40,5.816044000000001,US,1594660844
508,Broken Hill,-31.95,141.43,40.99999999999994,80,0,8.052984,AU,1594660845
509,Tyrma,50.08,132.17,64.32800000000003,92,0,0.4250186,RU,1594660845
510,Brae,60.4,-1.35,55.39999999999992,93,75,11.408394,GB,1594660845
511,Alofi,-19.06,-169.92,71.59999999999997,73,90,19.461378,NU,1594660845
512,Sretensk,52.25,117.71,63.914000000000044,87,100,1.8342908,RU,1594660845
513,Marsabit,2.33,37.99,73.868,47,47,17.1349604,KE,1594660845
514,Biltine,14.53,20.92,94.47800000000001,28,74,12.370278200000001,TD,1594660845
515,Kondinskoye,59.65,67.41,66.36200000000002,59,0,8.008245200000001,RU,1594660845
516,Port Lincoln,-34.73,135.87,52.178,81,0,7.381902,AU,1594660794
517,Batagay,67.63,134.63,57.54199999999997,85,94,8.276678,RU,1594660846
518,Mae Sai,20.43,99.88,75.00200000000001,100,20,1.7895520000000003,TH,1594660846
519,Neuquén,-38.95,-68.06,46.39999999999998,39,0,11.408394,AR,1594660846
520,Mastic Beach,40.77,-72.85,82.39999999999992,58,40,9.171454,US,1594660784
521,Serenje,-13.23,30.24,58.910000000000025,62,0,6.7555588,ZM,1594660846
522,Hay River,60.82,-115.8,53.599999999999966,100,90,23.040482000000004,CA,1594660846
523,Micomeseng,2.15,10.62,72.15799999999996,94,66,4.563357600000001,GQ,1594660847
524,Kawalu,-7.38,108.21,72.86000000000007,92,99,1.1408394000000002,ID,1594660847
525,Isugod,9.34,118.12,79.03399999999993,81,85,3.243563,PH,1594660847
526,Erenhot,43.65,111.98,74.156,48,0,8.8806518,CN,1594660847
527,Natal,-5.79,-35.21,84.19999999999999,58,40,11.408394,BR,1594660847
528,La Tuque,47.43,-72.78,66.488,75,98,3.6685816,CA,1594660847
529,Gusau,12.16,6.66,84.46999999999997,60,32,8.2095698,NG,1594660847
530,Qingdao,36.1,120.37,66.19999999999999,88,34,2.23694,CN,1594660847
531,Guarujá,-23.99,-46.26,73.39999999999992,83,40,8.052984,BR,1594660600
532,Texarkana,33.43,-94.05,89.99600000000004,59,20,3.35541,US,1594660848
533,Kyren,51.68,102.14,63.75200000000001,74,78,1.7000744,RU,1594660848
534,Karlshamn,56.17,14.86,62.99600000000004,72,20,9.171454,SE,1594660572
535,Richards Bay,-28.78,32.04,64.84999999999997,44,0,2.4382646000000006,ZA,1594660848
536,Mayskiy,47.69,40.1,71.59999999999997,88,40,13.42164,RU,1594660848
537,Artigas,-30.4,-56.47,55.54400000000004,57,50,11.989998400000001,UY,1594660848
538,Tabou,4.42,-7.35,77.25200000000001,76,89,10.066230000000001,CI,1594660848
539,Saint-Ambroise,48.55,-71.33,73.00399999999996,73,90,9.171454,CA,1594660848
540,Stavyshche,50.4,29.53,66.00200000000001,63,41,11.184700000000001,UA,1594660848
541,Camacha,33.08,-16.33,73.39999999999992,69,75,17.224438000000003,PT,1594660848
542,Cândido Mendes,-1.45,-45.72,84.73999999999995,68,86,6.263432,BR,1594660849
543,Puerto Escondido,15.85,-97.07,85.99999999999994,70,5,6.934514000000001,MX,1594660849
544,Russell,32.35,-85.2,84.9919999999999,74,40,4.5186188000000005,US,1594660849
545,Coos Bay,43.37,-124.22,69.00799999999998,67,1,16.105968,US,1594660809
546,Murdochville,48.96,-65.5,58.44199999999995,87,100,7.113469200000001,CA,1594660849
547,Sisimiut,66.94,-53.67,46.346000000000004,76,11,17.291546200000003,GL,1594660849
548,Mahibadhoo,3.78,72.97,84.66800000000006,66,7,0.7605596000000001,MV,1594660849
549,Luganville,-15.53,167.17,76.56800000000004,81,40,9.864905400000001,VU,1594660849
550,Chimoré,-16.98,-65.13,85.31599999999997,56,76,3.3106712000000003,BO,1594660850
551,Kuusamo,65.97,29.18,55.39999999999992,76,40,8.052984,FI,1594660850
